iter	MultiClass
228	0.1357124644
229	0.1354857289
230	0.1350838168
231	0.1345519815
232	0.1342543991
233	0.1338660237
234	0.133481113
235	0.1333084434
236	0.1327619934
237	0.1323421807
238	0.1321075818
239	0.1315666854
240	0.1311137002
241	0.130337828
242	0.129687867
243	0.1290118828
244	0.128572349
245	0.1281527942
246	0.1275195348
247	0.1272850257
248	0.1269827048
249	0.1265939307
250	0.1259969801
251	0.1253196578
252	0.1249550913
253	0.1247343714
254	0.1239781107
255	0.1234732971
256	0.1230242962
257	0.1226836477
258	0.1222621603
259	0.1220391276
260	0.1217403804
261	0.1215286725
262	0.1210858635
263	0.1207345248
264	0.1201211169
265	0.1195961846
266	0.1192152251
267	0.1185504784
268	0.1182521029
269	0.1179021146
270	0.1176561045
271	0.1172851171
272	0.116774245
273	0.1165149048
274	0.1158951704
275	0.115408917
276	0.114802299
277	0.1139598617
278	0.1134108169
279	0.1130523147
280	0.1125679128
281	0.1121207337
282	0.1116964696
283	0.1112671577
284	0.1109742801
285	0.1107292947
286	0.1099812994
287	0.1097744421
288	0.1092985265
289	0.1088094947
290	0.1085408912
291	0.1083136052
292	0.107984743
293	0.1077510141
294	0.1071870918
295	0.1068256189
296	0.1065217088
297	0.1060849974
298	0.1057657661
299	0.1054573486
300	0.1052714889
301	0.1050507795
302	0.1048173967
303	0.1045446585
304	0.1040670668
305	0.1036191558
306	0.1032747415
307	0.1030823848
308	0.1029734192
309	0.1025513467
310	0.102279923
311	0.1018779676
312	0.1015516725
313	0.101118261
314	0.1008996656
315	0.1003029018
316	0.09995957684
317	0.09961209506
318	0.09930156916
319	0.09897892401
320	0.09876820595
321	0.09836651113
322	0.09813390208
323	0.09799048688
324	0.0977944234
325	0.09764401083
326	0.097301607
327	0.09720779325
328	0.09702987214
329	0.09674290301
330	0.09623434231
331	0.09573416906
332	0.09536547178
333	0.09509910286
334	0.09496162388
335	0.09449364302
336	0.09414394208
337	0.09378106463
338	0.09368475291
339	0.09333646393
340	0.09308255459
341	0.09283686348
342	0.09269713393
343	0.09214669349
344	0.0919438426
345	0.09179393908
346	0.09155520873
347	0.09119334696
348	0.09103554723
349	0.09074379804
350	0.09037190463
351	0.0900454643
352	0.08983684659
353	0.08962804108
354	0.08905961944
355	0.08884351154
356	0.08857124256
357	0.08833886154
358	0.08809218736
359	0.08796676973
360	0.08759315415
361	0.08739451089
362	0.08717741636
363	0.0870260924
364	0.08664206151
365	0.08644333025
366	0.08623616451
367	0.08603709627
368	0.08563261889
369	0.08549818528
370	0.08534295848
371	0.08491224297
372	0.08473353663
373	0.08456879453
374	0.08437576016
375	0.08400920506
376	0.0833314362
377	0.08307929197
378	0.08287689014
379	0.08246857083
380	0.08227736469
381	0.08207939471
382	0.08194534777
383	0.08176492782
384	0.08159246436
385	0.08149386926
386	0.08126839937
387	0.08099130306
388	0.08075200989
389	0.08061798236
390	0.08044330118
391	0.08024338804
392	0.08006576078
393	0.07994263347
394	0.07982794185
395	0.07962907182
396	0.07951675316
397	0.07902294836
398	0.07879322617
399	0.07861821767
400	0.07842136308
401	0.07792381271
402	0.07767998569
403	0.07740424262
404	0.07720633968
405	0.07710844807
406	0.07691139379
407	0.07678766144
408	0.07642817161
409	0.0760381321
410	0.0758051704
411	0.07554539897
412	0.07533568605
413	0.07502478946
414	0.07492473707
415	0.07477298028
416	0.07451523295
417	0.07433180903
418	0.07405726061
419	0.07383209455
420	0.07368205568
421	0.0735107533
422	0.07328092114
423	0.07283053556
424	0.07263020712
425	0.07252632574
426	0.0724159674
427	0.07215233853
428	0.07183926505
429	0.07161344134
430	0.07150880046
431	0.07135017242
432	0.07123027809
433	0.07116697856
434	0.07108703977
435	0.07098082923
436	0.07089353493
437	0.07064016329
438	0.07051469865
439	0.07039514508
440	0.0702943277
441	0.06993833428
442	0.06989655775
443	0.0697736198
444	0.06965265631
445	0.06946675
446	0.06917076366
447	0.06903735956
448	0.06885953209
449	0.06865272778
450	0.06844171514
451	0.06830633636
452	0.06818802714
453	0.06787963735
454	0.06781483023
455	0.06774424696
456	0.06761378931
457	0.06739630554
458	0.06722184752
459	0.06699180195
460	0.06676624723
461	0.06661852521
462	0.06651642201
463	0.06644768313
464	0.06616579046
465	0.06611472958
466	0.06593000577
467	0.06565138155
468	0.06548306396
469	0.06536187452
470	0.06518974343
471	0.06505193452
472	0.06492992986
473	0.06481602462
474	0.06466203285
475	0.06458168884
476	0.06452583517
477	0.0643725678
478	0.06424712392
479	0.06408580791
480	0.06380949403
481	0.06366140431
482	0.06354916348
483	0.06333520752
484	0.06313770474
485	0.06298196311
486	0.06269204074
487	0.0625669569
488	0.06245850562
489	0.06213679312
490	0.06193155797
491	0.06183765612
492	0.06172601013
493	0.06150011983
494	0.06141212957
495	0.06129326997
496	0.06115186741
497	0.06103416501
498	0.06096618019
499	0.06074185164
500	0.0605488219
501	0.06045767045
502	0.06031100063
503	0.06021275789
504	0.06004074366
505	0.05999309361
506	0.05982841135
507	0.05956713273
508	0.0594481193
509	0.05934040927
510	0.05924114126
511	0.05907069409
512	0.05894734847
513	0.05883428255
514	0.05862541344
515	0.05849885836
516	0.05833500814
517	0.05821618163
518	0.05811365022
519	0.05788749098
520	0.05768993835
521	0.0575708825
522	0.05743852574
523	0.057359388
524	0.05714960821
525	0.05703641332
526	0.05696435619
527	0.0568011245
528	0.05663930964
529	0.05642757054
530	0.05635633088
531	0.05627557803
532	0.05602731524
533	0.05594343182
534	0.05581025934
535	0.0556542571
536	0.05542512691
537	0.05530661622
538	0.05525092067
539	0.05506449135
540	0.05496802374
541	0.05490993623
542	0.05474950833
543	0.05465423547
544	0.05440390074
545	0.054342578
546	0.05422441761
547	0.05416443197
548	0.05407588337
549	0.05397795064
550	0.05390759371
551	0.05383491037
552	0.05373724557
553	0.05368833176
554	0.05360531764
555	0.05355243117
556	0.05345196968
557	0.05338483408
558	0.0531593277
559	0.05301932543
560	0.05291073115
561	0.05268998128
562	0.05250784998
563	0.05233746212
564	0.05221144518
565	0.05209760934
566	0.05200172595
567	0.0518838087
568	0.05178205683
569	0.05167360987
570	0.0514832596
571	0.05142662146
572	0.05130524665
573	0.05103874697
574	0.05092353306
575	0.05087343742
576	0.05077141954
577	0.05064971915
578	0.05061257366
579	0.05051012342
580	0.05034643564
581	0.05030069961
582	0.05021207617
583	0.05012666061
584	0.05007329044
585	0.04999396221
586	0.04990727949
587	0.04980586774
588	0.0497321944
589	0.04961227526
590	0.04947016276
591	0.04942541389
592	0.04938723239
593	0.04931870608
594	0.04919686171
595	0.04907864973
596	0.04904339276
597	0.04895484238
598	0.04886136411
599	0.04881033763
600	0.04870569864
601	0.04854684598
602	0.04837991717
603	0.04823575692
604	0.04816958734
605	0.04807802421
606	0.04798400838
607	0.04787337648
608	0.04781169773
609	0.04771570848
610	0.04761357359
611	0.04751615304
612	0.04739394136
613	0.04736334515
614	0.04726157188
615	0.04716440178
616	0.04710234346
617	0.04702381104
618	0.0469598001
619	0.04679589069
620	0.04673635369
621	0.04667480437
622	0.04663057949
623	0.04651186297
624	0.04641847237
625	0.04634172065
626	0.04627184038
627	0.04620093409
628	0.04613058363
629	0.04602752086
630	0.04589198626
631	0.04584898087
632	0.04574368395
633	0.045697435
634	0.04554065898
635	0.04546094825
636	0.04541086751
637	0.04529992789
638	0.04520036814
639	0.04500274562
640	0.04488489138
641	0.04483151058
642	0.04477995592
643	0.0446700312
644	0.04460393312
645	0.04451070629
646	0.04439524965
647	0.04429495362
648	0.04421265088
649	0.04409374353
650	0.0440765485
651	0.04395908113
652	0.04389443416
653	0.04379994488
654	0.0436689673
655	0.04358321862
656	0.04349418052
657	0.04342811904
658	0.0433376698
659	0.04332012159
660	0.04325359598
661	0.0432070305
662	0.04315645317
663	0.04309913052
664	0.04304024775
665	0.04296724069
666	0.04286681158
667	0.04274848037
668	0.04268311612
669	0.04261292526
670	0.04257825002
671	0.04250705781
672	0.04245322172
673	0.04227118706
674	0.04213825288
675	0.04203807218
676	0.04197058193
677	0.04186599217
678	0.0417543271
679	0.04167861172
680	0.04151815039
681	0.0414284452
682	0.04136261426
683	0.04130326431
684	0.041257042
685	0.04117100061
686	0.04107073385
687	0.04097592243
688	0.04091409263
689	0.04082907991
690	0.04079007435
691	0.04070434914
692	0.04066273096
693	0.04059956097
694	0.04052630173
695	0.04043118361
696	0.04037143386
697	0.04022120322
698	0.04015947984
699	0.04009918553
700	0.040031884
701	0.04000010547
702	0.03992068758
703	0.0398530608
704	0.03972489584
705	0.03967425474
706	0.03956021869
707	0.03951438892
708	0.0394619946
709	0.03933193393
710	0.03920803807
711	0.03913380747
712	0.03906144943
713	0.03895469899
714	0.03886442401
715	0.03884221434
716	0.03872056952
717	0.03863462782
718	0.03857246472
719	0.03850455915
720	0.03847700645
721	0.03842886069
722	0.03840010662
723	0.03833571852
724	0.03828358444
725	0.03816578855
726	0.03812392378
727	0.0380385564
728	0.03793116266
729	0.03781936492
730	0.03778895049
731	0.03768368314
732	0.03764077177
733	0.03752156653
734	0.03746692314
735	0.03739991662
736	0.03731772339
737	0.03727384916
738	0.03723671621
739	0.03719760565
740	0.03710511277
741	0.03706226671
742	0.03699049872
743	0.03693220729
744	0.03687849734
745	0.03683533495
746	0.03679940633
747	0.03676386345
748	0.03670935273
749	0.03654093974
750	0.03644559847
751	0.03636386226
752	0.03628581947
753	0.03625259131
754	0.03618553106
755	0.03610890904
756	0.03605534974
757	0.03597478295
758	0.03592463194
759	0.0358616128
760	0.03576594008
761	0.03570513117
762	0.03563798212
763	0.03557243986
764	0.03545575465
765	0.03540145952
766	0.03534854271
767	0.0353083249
768	0.03523976924
769	0.03518373595
770	0.03508069172
771	0.03499016899
772	0.034923817
773	0.03487413832
774	0.03481663614
775	0.03474110908
776	0.0346752074
777	0.03465011286
778	0.03459527945
779	0.0344937434
780	0.03443968362
781	0.03440037895
782	0.03429361292
783	0.03426069783
784	0.03416240002
785	0.03413501891
786	0.03407154406
787	0.03398957913
788	0.03395289117
789	0.03389356033
790	0.03382959164
791	0.03379935521
792	0.0337797829
793	0.03371827193
794	0.03363717026
795	0.03358579814
796	0.03353325908
797	0.03347828595
798	0.03338359823
799	0.03328938606
800	0.03317958874
801	0.033112497
802	0.03307400635
803	0.03302722814
804	0.03294882704
805	0.0328934562
806	0.03273137963
807	0.03265670946
808	0.03262508559
809	0.0324748785
810	0.03241180181
811	0.03236566356
812	0.03227284007
813	0.03222764596
814	0.03218216168
815	0.03213177143
816	0.03203957134
817	0.03202553698
818	0.03194902661
819	0.03190274219
820	0.03184803978
821	0.03179586775
822	0.03172797692
823	0.03171316248
824	0.03165157113
825	0.03157938521
826	0.03155107356
827	0.03149967163
828	0.03143321923
829	0.03137631479
830	0.03134300056
831	0.03117732301
832	0.03109336774
833	0.03103724383
834	0.03096428066
835	0.03092059391
836	0.03087203237
837	0.03080930158
838	0.03077708367
839	0.03074414381
840	0.03070566204
841	0.03064815935
842	0.03061252683
843	0.03057345139
844	0.03052441674
845	0.03045835907
846	0.03038427322
847	0.03032313142
848	0.03020956861
849	0.03016174073
850	0.03012009032
851	0.03007369808
852	0.03002654431
853	0.02999087981
854	0.02991911361
855	0.02988235212
856	0.02983421316
857	0.02979527236
858	0.02975942193
859	0.02972710457
860	0.02969890575
861	0.0296591413
862	0.02960022901
863	0.0295632208
864	0.02953442241
865	0.02950435003
866	0.0294291273
867	0.02939733083
868	0.0293430624
869	0.02931256936
870	0.02928717402
871	0.02924857048
872	0.02920564371
873	0.02918170512
874	0.0291357445
875	0.02909522394
876	0.0290618615
877	0.02905177564
878	0.02900569421
879	0.02896073004
880	0.02893006089
881	0.02890776683
882	0.02886901109
883	0.02883721334
884	0.02881502932
885	0.02875172442
886	0.02865161127
887	0.02862288925
888	0.02858578711
889	0.02856527061
890	0.02853113198
891	0.0285069219
892	0.02847542907
893	0.02845860048
894	0.02840941388
895	0.02836691159
896	0.02833547512
897	0.02827044786
898	0.02821219721
899	0.02818041399
900	0.02815201399
901	0.02811932351
902	0.02809126904
903	0.02799143003
904	0.02792095084
905	0.02790211204
906	0.02778805028
907	0.02776033259
908	0.02770904911
909	0.02766568587
910	0.02760466682
911	0.02757582506
912	0.0275107024
913	0.02746481234
914	0.02743636451
915	0.02742618214
916	0.02740269934
917	0.02732076085
918	0.02730037557
919	0.02726086981
920	0.02718924658
921	0.02715710228
922	0.02713627489
923	0.02706739249
924	0.02702269034
925	0.02696553284
926	0.02694820474
927	0.02691360922
928	0.02687697086
929	0.0268310495
930	0.02678839706
931	0.02674313558
932	0.02666255861
933	0.0266218032
934	0.02659499125
935	0.0265663045
936	0.02655374037
937	0.02650345825
938	0.02647967641
939	0.02645707345
940	0.02642830664
941	0.02634765452
942	0.02631240912
943	0.02627390582
944	0.0262440724
945	0.02618822112
946	0.02608476447
947	0.0260647182
948	0.02602296135
949	0.02598550645
950	0.02593250295
951	0.02590731492
952	0.0258781016
953	0.0258528007
954	0.02578596255
955	0.02576728003
956	0.02573270189
957	0.02567860743
958	0.02565581246
959	0.02563796712
960	0.02560791453
961	0.02558501728
962	0.02554853548
963	0.02552276253
964	0.02546089637
965	0.02544369783
966	0.02541472848
967	0.02539883288
968	0.02534960616
969	0.0253404808
970	0.02529739409
971	0.02526655162
972	0.02522629462
973	0.02520613611
974	0.02518307028
975	0.0251641045
976	0.02511159926
977	0.02508061436
978	0.02507148219
979	0.02494459788
980	0.02487623349
981	0.02483525348
982	0.02480475572
983	0.02475511293
984	0.02469595561
985	0.02464091409
986	0.0245923801
987	0.02456415495
988	0.0245407916
989	0.02450424518
990	0.02446067496
991	0.02442541059
992	0.02437768481
993	0.02434836789
994	0.02429429972
995	0.02426484396
996	0.02423313699
997	0.02421130005
998	0.02419489208
999	0.02415370385
